Omari Hardwick	Everyday Black Man
Taraji P. Henson	Taken From Me: The Tiffany Rubin Story
Billy Burke	Removal
Mark Boone Junior	California Indian
Lacey Chabert	The Ghost of Goodnight Lane
Richard Tyson	The Ghost of Goodnight Lane
Michael Madsen	Corruption.Gov
Michael Sheen	Underworld: Rise of the Lycans
Amanda Seyfried	Solstice
Jennifer Aniston	Management
Margo Martindale	Management
Woody Harrelson	Management
Josh Lucas	Management
Mark Boone Junior	Management
Elizabeth Banks	Management
Seth Rogen	Management
Amanda Seyfried	Jennifer's Body
J.K. Simmons	Jennifer's Body
Chris Pratt	Jennifer's Body
Lauren Ambrose	Love and Other Impossible Pursuits
Allison Janney	Life During Wartime
Ciar?n Hinds	Life During Wartime
Marcia Gay Harden	Bad News Bears
Jessica Alba	Meet Bill
Elizabeth Banks	Meet Bill
Kristen Wiig	Meet Bill
Naomi Watts	Eastern Promises
Ron Perlman	Hellboy
Jeffrey Tambor	Hellboy
Tom Hanks	The Polar Express
Paul Rudd	The Oh in Ohio
Parker Posey	The Oh in Ohio
Keith David	The Oh in Ohio
Snoop Dogg	Snoop Dogg: Puff Puff Pass Tour
Malin ?kerman	Serpent Girl
Bill Murray	Buy the Ticket, Take the Ride
John Cusack	Buy the Ticket, Take the Ride
Tony Todd	The Absence of Light
John Savage	The Drop
Robert Patrick	Framed by Seduction
Eric Roberts	Light Years Away
Kristen Stewart	In the Land of Women
Giancarlo Esposito	Sherrybaby
Danny Trejo	Sherrybaby
Samuel L. Jackson	The Spirit
Scarlett Johansson	The Spirit
Amy Adams	Junebug
Ralph Fiennes	The Reader
Marc Macaulay	Feast 2: Sloppy Seconds
Daniel Roebuck	A Fork in the Road
Dean Cain	The Dog Who Saved Christmas
Jeff Bennett	The Penguins of Madagascar: Operation - DVD Premiere
Vince Vaughn	Be Cool
Cedric the Entertainer	Be Cool
Dwayne Johnson	Be Cool
Jessica Alba	Fantastic Four
Chris Evans	Fantastic Four
Robin Williams	Happy Feet
Hugh Jackman	Happy Feet
Nicole Kidman	Happy Feet
Carlos Alazraqui	Happy Feet
Robin Williams	Happy Feet
Tommy Lee Jones	Man of the House
Cedric the Entertainer	Man of the House
Dermot Mulroney	The Wedding Date
Amy Adams	The Wedding Date
Tony Curran	Underworld: Evolution
Michael Sheen	Underworld: Evolution
Rosario Dawson	Gimme Shelter
Ralph Fiennes	Harry Potter and the Deathly Hallows ? Part 2
Ciar?n Hinds	Harry Potter and the Deathly Hallows ? Part 2
Gary Oldman	Harry Potter and the Deathly Hallows ? Part 2
Emma Thompson	Harry Potter and the Deathly Hallows ? Part 2
John Savage	Summer Song
Jonah Hill	Good Time Gang
Allison Janney	Struck by Lightning
Dermot Mulroney	Struck by Lightning
Michael Madsen	All In
James Russo	All In
Morgan Freeman	Wish Wizard
Morgan Freeman	We the People
Rashida Jones	Celeste and Jesse Forever
Chris Messina	Celeste and Jesse Forever
Joel Michaely	Celeste and Jesse Forever
Rob Huebel	Celeste and Jesse Forever
John Cusack	Adult World
Cloris Leachman	Adult World
Jessica Biel	The Devil and the Deep Blue Sea
Chlo? Moretz	The Devil and the Deep Blue Sea
Richard Riehle	Stellina Blue
Kevin Durand	Convict
Kevin Durand	Convict
Patrick Warburton	Family Guy Presents: Seth &amp; Alex's Almost Live Comedy Show
Parker Posey	Frankenstein
Michael Madsen	Frankenstein
Brett Rice	Frankenstein
Tommy Lee Jones	In the Electric Mist
John Goodman	In the Electric Mist
Mary Steenburgen	In the Electric Mist
Liev Schreiber	Sea Monsters: A Prehistoric Adventure
Melissa Leo	Midnight Son
Paul Rudd	Anchorman 2: The Legend Continues
David Koechner	Anchorman 2: The Legend Continues
Steve Carell	Anchorman 2: The Legend Continues
Will Ferrell	Anchorman 2: The Legend Continues
Fred Willard	Anchorman 2: The Legend Continues
Vince Vaughn	Anchorman 2: The Legend Continues
Luke Wilson	Anchorman 2: The Legend Continues
Kristen Wiig	Anchorman 2: The Legend Continues
Harrison Ford	Anchorman 2: The Legend Continues
Jim Carrey	Anchorman 2: The Legend Continues
Nicole Kidman	Anchorman 2: The Legend Continues
Heather Graham	Deconstruction Red
Steve Buscemi	I Knew It Was You
Sam Rockwell	I Knew It Was You
Al Pacino	I Knew It Was You
Philip Seymour Hoffman	I Knew It Was You
Gene Hackman	I Knew It Was You
Robert De Niro	I Knew It Was You
Olivia Wilde	The Death and Life of Bobby Z
Ben Stiller	Tropic Thunder
Robert Downey Jr.	Tropic Thunder
Steve Coogan	Tropic Thunder
Danny McBride	Tropic Thunder
Bill Hader	Tropic Thunder
Mary Steenburgen	The Brave One
Terrence Howard	The Brave One
Tim Robbins	Embedded: Live
C. Thomas Howell	H. G. Wells' War of the Worlds
Richard Riehle	National Lampoon's Dorm Daze 2
Matthew McConaughey	Sahara
William H. Macy	Sahara
Sean Patrick Flanery	Saw VII
Rip Torn	The Afterlight
Clint Howard	Planet Ibsen
Danny Glover	Tiny Tears
Harrison Ford	Firewall
Robert Patrick	Firewall
Robert Forster	Firewall
Alan Arkin	Firewall
David Koechner	Tenacious D in The Pick of Destiny
Ben Stiller	Tenacious D in The Pick of Destiny
Tim Robbins	Tenacious D in The Pick of Destiny
John C. Reilly	Tenacious D in The Pick of Destiny
Amy Poehler	Tenacious D in The Pick of Destiny
Vince Vaughn	The Break-Up
Jennifer Aniston	The Break-Up
Justin Long	The Break-Up
Jason Bateman	The Break-Up
Tom Wilkinson	The Night of the White Pants
Jason Statham	Transporter 2
Keith David	Transporter 2
Jeff Chase	Transporter 2
Kevin Bacon	The Magic 7
Jeremy Irons	The Magic 7
Carla Gugino	Rise: Blood Hunter
Robert Forster	Rise: Blood Hunter
Kristen Wiig	The Enigma with a Stigma
Alan Arkin	Crossroads
Tracy Morgan	Totally Awesome
Dustin Hoffman	Last Chance Harvey
Emma Thompson	Last Chance Harvey
Liev Schreiber	Defiance
Daniel Craig	Defiance
John Savage	The Coverup
Bobby Cannavale	Diminished Capacity
Ben Kingsley	Noah's Ark: The New Beginning
Rob Schneider	Noah's Ark: The New Beginning
Jason Mewes	Noah's Ark: The New Beginning
Patrick Warburton	Hindsight Is 20/20
Michelle Monaghan	Gone Baby Gone
Ed Harris	Gone Baby Gone
Morgan Freeman	Gone Baby Gone
Johnny Depp	Sweeney Todd: The Demon Barber of Fleet Street
Joseph Gordon-Levitt	Killshot
Rosario Dawson	Killshot
Dwayne Johnson	Planet 51
Jessica Biel	Planet 51
Justin Long	Planet 51
Gary Oldman	Planet 51
Kevin Kline	Cyrano de Bergerac
Seth Rogen	Jay and Seth versus the Apocalypse
Danny McBride	Jay and Seth versus the Apocalypse
James Franco	Jay and Seth versus the Apocalypse
Craig Robinson	Jay and Seth versus the Apocalypse
Jonah Hill	Jay and Seth versus the Apocalypse
Alfred Molina	Prince of Persia: The Sands of Time
Ben Kingsley	Prince of Persia: The Sands of Time
James Marsden	10th &amp; Wolf
Val Kilmer	10th &amp; Wolf
Rob Schneider	Grandma's Boy
Jonah Hill	Grandma's Boy
Joel David Moore	Grandma's Boy
Denzel Washington	Inside Man
Christopher Plummer	Inside Man
Willem Dafoe	Inside Man
Kristen Stewart	Zathura
Tim Robbins	Zathura
Brad Dourif	Halloween
Malcolm McDowell	Halloween
Danny Trejo	Halloween
Dee Wallace	Halloween
Bill Moseley	Halloween
Martin Sheen	Bordertown
Allison Janney	A Thousand Words
Anthony Hopkins	Hitchcock
Helen Mirren	Hitchcock
Scarlett Johansson	Hitchcock
Jessica Biel	Hitchcock
Danny Huston	Hitchcock
Christopher Walken	Freezing People Is Easy
Kristen Wiig	Freezing People Is Easy
Owen Wilson	Freezing People Is Easy
Paul Rudd	Freezing People Is Easy
Vincent Pastore	Bachelor Party Vegas
Diora Baird	Bachelor Party Vegas
Lin Shaye	Bachelor Party Vegas
Vincent Pastore	Bachelor Party Vegas
Tim Blake Nelson	Come Early Morning
Ritchie Montgomery	Come Early Morning
David Carradine	Permanent Vacation
Stephen Root	Red State
John Goodman	Red State
Owen Wilson	Midnight in Paris
Rachel McAdams	Midnight in Paris
Kathy Bates	Midnight in Paris
Michael Sheen	Midnight in Paris
Clifton Powell	Jada
John Malkovich	Mutant Chronicles
Ron Perlman	Mutant Chronicles
Michael Madsen	Croc
Thomas Lennon	17 Again
John Goodman	Spring Break '83
Martin Starr	Who's Your Daddy?
Lin Shaye	Who's Your Daddy?
Keith David	The Last Sentinel
Michael Clarke Duncan	The Slammin' Salmon
Jeff Chase	The Slammin' Salmon
Lance Henriksen	The Slammin' Salmon
Vivica A. Fox	The Slammin' Salmon
Dennis Quaid	Horsemen
Bai Ling	Circle of Pain
Dean Cain	Circle of Pain
Michael Rooker	Whisper
Ray Liotta	Even Money
Carla Gugino	Even Money
Forest Whitaker	Even Money
Kathy Bates	Ambulance Girl
Wallace Shawn	Kit Kittredge: An American Girl
Stanley Tucci	Kit Kittredge: An American Girl
Malin ?kerman	Heavy Petting
James Franco	Good Time Max
Aidan Quinn	Recalled
Bradley Cooper	Hit and Run
Kristen Bell	Hit and Run
Beau Bridges	Hit and Run
Tom Arnold	Hit and Run
David Koechner	Hit and Run
Jason Bateman	Hit and Run
Robert Forster	Wild Seven
Mel Gibson	The Beaver
Kellan Lutz	Deep Winter
Michael Madsen	Deep Winter
Rance Howard	Easy Rider: The Ride Back
Lance Henriksen	Ladies of the House
Heather Graham	Blessed
Kris Kristofferson	Disappearances
Toby Jones	The Mist
Marcia Gay Harden	The Mist
William Sadler	The Mist
Colin Firth	Mamma Mia!
Amanda Seyfried	Mamma Mia!
Jeff Bridges	The Amateurs
Tim Blake Nelson	The Amateurs
Judy Greer	The Amateurs
Sigourney Weaver	The Girl in the Park
Elias Koteas	The Girl in the Park
Jon Voight	Bratz: The Movie
John Goodman	Alabama Moon
Clint Howard	Alabama Moon
James Franco	Shadows and Lies
Josh Lucas	Shadows and Lies
Martin Sheen	The Amazing Spider-Man
C. Thomas Howell	The Amazing Spider-Man
Jason Statham	Killer Elite
Robert De Niro	Killer Elite
Ryan Reynolds	The Croods
Nicolas Cage	The Croods
Clifton Powell	The Fabric of a Man
Jackson Rathbone	The Last Airbender
Aasif Mandvi	The Last Airbender
John Malkovich	Jonah Hex
Josh Brolin	Jonah Hex
Michael Shannon	Jonah Hex
Will Arnett	Jonah Hex
Rob Schneider	Grown Ups
Maria Bello	Grown Ups
Steve Buscemi	Grown Ups
Kristen Stewart	Eclipse
Jackson Rathbone	Eclipse
Kellan Lutz	Eclipse
Billy Burke	Eclipse
Anna Kendrick	Eclipse
Dakota Fanning	Eclipse
Paul Dano	Knight and Day
Tom Cruise	Knight and Day
Viola Davis	Knight and Day
Giancarlo Esposito	Rain
Zach Galifianakis	Zach Galifianakis Live at the Purple Onion
David Cross	Megamind: The Button of Doom
Will Ferrell	Megamind: The Button of Doom
Melissa Leo	Prisoners
Paul Dano	Prisoners
Hugh Jackman	Prisoners
Terrence Howard	Prisoners
Maria Bello	Prisoners
Viola Davis	Prisoners
J.K. Simmons	First Snow
Adam Scott	First Snow
Paul Giamatti	Too Big to Fail
Billy Crudup	Too Big to Fail
Jennifer Coolidge	Mangus!
Lacey Chabert	The Pleasure Drivers
Jason Mewes	The Pleasure Drivers
Anthony Mackie	The Fifth Estate
Danny Trejo	Valley of Angels
Jane Lynch	Holly Hobbie and Friends: Christmas Wishes
Jane Lynch	Holly Hobbie and Friends: Christmas Wishes
Robin Wright	Breaking and Entering
Vera Farmiga	Breaking and Entering
Bill Murray	City of Ember
Toby Jones	City of Ember
Tim Robbins	City of Ember
Al Pacino	Righteous Kill
Carla Gugino	Righteous Kill
John Leguizamo	Righteous Kill
50 Cent	Righteous Kill
Robert De Niro	Righteous Kill
Melissa Leo	Righteous Kill
Jason Mewes	Big Money Rustlas
Tom Sizemore	Big Money Rustlas
Ron Jeremy	Big Money Rustlas
Tony Todd	Blood Wars
C. Thomas Howell	Blood Wars
Stephen McHattie	300
Russell Crowe	A Good Year
Forest Whitaker	A Little Trip to Heaven
Justin Long	Accepted
Diora Baird	Accepted
Jonah Hill	Accepted
Kellan Lutz	Accepted
Michael Rooker	The Lena Baker Story
Chris Messina	28 Hotel Rooms
Jane Lynch	I Do &amp; I Don't
Adam LeFevre	I Do &amp; I Don't
Danny Trejo	American Flyer
Dee Wallace	The Mother of Invention
Mark Boone Junior	The Mother of Invention
Kevin Corrigan	The Mother of Invention
C. Thomas Howell	House of Fallen
Ving Rhames	Evil Angel
Tim Robbins	Keeper of the Pinstripes
Josh Lucas	Keeper of the Pinstripes
Kristen Bell	4 Fanboys &amp; 1 Fangirl
Jamie Foxx	Breakin' All the Rules
Beth Grant	Factory Girl
Patrick Wilson	Factory Girl
Edward Herrmann	Factory Girl
Joel Michaely	Factory Girl
Patricia Clarkson	Miracle
Jim Carrey	The Number 23
Danny Huston	The Number 23
Danny Huston	The Number 23
Jim Carrey	The Number 23
Stephen McHattie	The Deaths of Chet Baker
Beth Grant	Hollywood To Dollywood
Marc Macaulay	My Bloody Valentine
Viola Davis	Madea Goes to Jail
Dermot Mulroney	Flash of Genius
Daniel Roebuck	Flash of Genius
Sean Penn	The Tree of Life
Brad Pitt	The Tree of Life
Jessica Chastain	The Tree of Life
Beau Bridges	Operation Homecoming: Writing the Wartime Experience
Jeffrey Wright	Blackout
Ving Rhames	The Bridge to Nowhere
C. Thomas Howell	The Day the Earth Stopped
Juno Temple	Little Birds
Neal McDonough	Little Birds
Ben Foster	Here
Harrison Ford	Extraordinary Measures
Dee Wallace	Extraordinary Measures
Dennis Quaid	Battle for Terra
Brian Cox	Battle for Terra
Justin Long	Battle for Terra
Luke Wilson	Battle for Terra
Chris Evans	Battle for Terra
David Cross	Battle for Terra
Danny Glover	Battle for Terra
Kathy Bates	The Family That Preys
Taraji P. Henson	The Family That Preys
Chazz Palminteri	The Dukes
Elaine Hendrix	The Dukes
Richard Tyson	The Dukes
Carmen Electra	Disaster Movie
Bradley Cooper	Older Than America
Chris Mulkey	Older Than America
Bruce Davison	Passengers
Mark Boone Junior	Full Clip
Mark Strong	Kick-Ass
Chlo? Moretz	Kick-Ass
Nicolas Cage	Kick-Ass
Omari Hardwick	Kick-Ass
James Marsden	Death at a Funeral
Tracy Morgan	Death at a Funeral
Danny Glover	Death at a Funeral
Luke Wilson	Death at a Funeral
Keith David	Death at a Funeral
Clint Howard	Foreign Exchange
Jennifer Coolidge	Foreign Exchange
Paul Dano	Taking Lives
Ron Perlman	Outlander
Heather Graham	West Texas Lullaby
Val Kilmer	West Texas Lullaby
Edward Norton	Down in the Valley
Paul Dano	The King
Tommy Lee Jones	The Three Burials of Melquiades Estrada
Melissa Leo	The Three Burials of Melquiades Estrada
Geoffrey Rush	The Life and Death of Peter Sellers
Stanley Tucci	The Life and Death of Peter Sellers
Lucy Punch	The Life and Death of Peter Sellers
Rosemarie DeWitt	Buy It Now
Stephen Tobolowsky	Loveless in Los Angeles
Rob Riggle	Blackballed
Rob Huebel	Blackballed
Ed Helms	Blackballed
Rob Corddry	Blackballed
Rance Howard	Aimee Semple McPherson
50 Cent	Beef III
Tony Curran	Two-Legged Rat Bastards
Bobby Cannavale	M.O.N.Y.
Noah Segan	The Picture of Dorian Gray
Colin Firth	Devil's Knot
Kevin Durand	Devil's Knot
Elias Koteas	Devil's Knot
Samuel L. Jackson	Meeting Evil
Luke Wilson	Meeting Evil
Ritchie Montgomery	Meeting Evil
Michael Biehn	From Darkness
Michael Biehn	Yellow Rock
James Russo	Yellow Rock
Elaine Hendrix	Low Fidelity
Diora Baird	Concrete Blondes
Susan Sarandon	The Greatest
Michael Shannon	The Greatest
Edrick Browne	All American Orgy
Queen Latifah	Life in the 310: Vol. 3
Christopher Lloyd	Piranha 3D
Ving Rhames	Piranha 3D
Adam Scott	Piranha 3D
Kellan Lutz	A Nightmare on Elm Street
Lance E. Nichols	The Last Song
Rhoda Griffis	The Last Song
Bonnie Johnson	The Last Song
Seymour Cassel	Before It Had a Name
Willem Dafoe	Before It Had a Name
James Duval	The Black Belle
Mark Boone Junior	The Black Belle
Ron Jeremy	The Black Belle
Eric Roberts	Cyclops
Ben Stiller	Madagascar
Cedric the Entertainer	Madagascar
Jeremy Sisto	In Enemy Hands
William H. Macy	In Enemy Hands
Bai Ling	The Beautiful Country
Gina Gershon	Category 7: The End of the World
Tony Todd	The Strange Case of Dr. Jekyll and Mr. Hyde
J.K. Simmons	Aliens in the Attic
Kristen Wiig	Ghost Town
Aasif Mandvi	Ghost Town
Jennifer Coolidge	Soul Men
Samuel L. Jackson	Soul Men
Mike Epps	Soul Men
Joseph Gordon-Levitt	G.I. Joe: The Rise of Cobra
Dennis Quaid	G.I. Joe: The Rise of Cobra
Channing Tatum	G.I. Joe: The Rise of Cobra
Kristen Stewart	Twilight
Kellan Lutz	Twilight
Jackson Rathbone	Twilight
Anna Kendrick	Twilight
Cam Gigandet	Twilight
Billy Burke	Twilight
Jason Statham	Crank: High Voltage
Bai Ling	Crank: High Voltage
David Carradine	Crank: High Voltage
Will Ferrell	Dear Woman
Will Forte	Dear Woman
Will Ferrell	Peace on Earth/Little Drummer Boy
John C. Reilly	Peace on Earth/Little Drummer Boy
Will Ferrell	The Other Guys NYPD Recruitment Video
Bill Hader	The To Do List
Brian Cox	The Home
Cloris Leachman	The Home
Paul Giamatti	Shoot 'Em Up
Stephen McHattie	Shoot 'Em Up
Arielle Kebbel	Reeker
Michael Ironside	Reeker
Ed Harris	Winter Passing
Will Ferrell	Winter Passing
Brian Cox	The Water Horse: Legend of the Deep
Dakota Fanning	The Last of Robin Hood
Kevin Kline	The Last of Robin Hood
Susan Sarandon	The Last of Robin Hood
Vera Farmiga	Orphan
Margo Martindale	Orphan
Alec Baldwin	My Sister's Keeper
Amy Adams	Julie &amp; Julia
Stanley Tucci	Julie &amp; Julia
Chris Messina	Julie &amp; Julia
Jane Lynch	Julie &amp; Julia
Jennifer Coolidge	Gentlemen Broncos
Sam Rockwell	Gentlemen Broncos
Martin Sheen	Imagine That
Brad Dourif	My Son, My Son, What Have Ye Done?
Willem Dafoe	My Son, My Son, What Have Ye Done?
Michael Shannon	My Son, My Son, What Have Ye Done?
Woody Harrelson	Zombieland
Jesse Eisenberg	Zombieland
Bill Murray	Zombieland
Jane Lynch	Post Grad
J.K. Simmons	Post Grad
Kristen Stewart	Catch That Kid
John Carroll Lynch	Catch That Kid
Matt Damon	EuroTrip
Vinnie Jones	EuroTrip
Stephen Tobolowsky	Garfield: The Movie
Bill Murray	Garfield: The Movie
Bruce Willis	Hostage
Ben Foster	Hostage
Glenn Morshower	Hostage
Terrence Howard	Hustle &amp; Flow
Taraji P. Henson	Hustle &amp; Flow
Cedric the Entertainer	Johnson Family Vacation
Queen Latifah	Taxi
Brad Pitt	Troy
Peter O'Toole	Troy
Brian Cox	Troy
Hugh Jackman	Van Helsing
Bruce Davison	8mm 2
Joaquin Phoenix	We Own the Night
Robert Duvall	We Own the Night
Terry Crews	How to Rob a Bank
David Carradine	How to Rob a Bank
James Russo	Broken Trail
Chris Mulkey	Broken Trail
Jeff Bridges	The Open Road
Mary Steenburgen	The Open Road
Denis O'Hare	Quarantine
Brett Rice	Last Time Forever
Christopher McDonald	The House Bunny
David Carradine	Last Goodbye
Richard Kind	The Neighbor
Jeremy Sisto	The War Prayer
Danny Trejo	Through the Valley
Noel Gugliemi	Through the Valley
Dee Wallace	Headspace
Clint Howard	Comedy Central Roast of William Shatner
Paul Giamatti	Almost Christmas
Paul Rudd	Almost Christmas
Allison Janney	Trust Me
William H. Macy	Trust Me
Sam Rockwell	Trust Me
Kevin Corrigan	ICE
Beth Grant	Hard Pill
Ben Kingsley	The Desert of Forbidden Art
Samuel L. Jackson	The Man
Anthony Mackie	The Man
Lance E. Nichols	A Good Man Is Hard to Find
Adam Scott	Corporate Affairs
Bill Moseley	A Dead Calling
Patrick Warburton	The Ruining
Bai Ling	The Confidant
Bruce Willis	The Astronaut Farmer
J.K. Simmons	The Astronaut Farmer
Tim Blake Nelson	The Astronaut Farmer
Vinnie Jones	(Untitled)
Lucy Punch	(Untitled)
James Russo	Kings of the Evening
Bruce McGill	Kings of the Evening
Frances Conroy	The Grand Design
Kristen Bell	Fanboys
Seth Rogen	Fanboys
Christopher McDonald	Fanboys
Danny Trejo	Fanboys
Danny McBride	Fanboys
Seth Rogen	Fanboys
Seth Rogen	Fanboys
Will Forte	Fanboys
Craig Robinson	Fanboys
Jason Mewes	Fanboys
Taraji P. Henson	Not Easily Broken
Kevin Hart	Not Easily Broken
Stephen Root	Gretchen
Dustin Hoffman	Perfume: The Story of a Murderer
Lin Shaye	2001 Maniacs
Heather Graham	Gray Matters
Molly Shannon	Gray Matters
James Marsden	Gray Matters
David Cross	School for Scoundrels
Michael Clarke Duncan	School for Scoundrels
Ben Stiller	School for Scoundrels
Matt Walsh	School for Scoundrels
Beau Bridges	Free Willy: Escape from Pirate's Cove
John Savage	Kill Your Darlings
David Carradine	Bad Cop
Stephen Dorff	.45
Danny Trejo	Smiley Face
Jane Lynch	Smiley Face
Scarlett Johansson	The Nanny Diaries
Paul Giamatti	The Nanny Diaries
Chris Evans	The Nanny Diaries
Christian Bale	Rescue Dawn
Denzel Washington	The Great Debaters
Forest Whitaker	The Great Debaters
John Heard	The Great Debaters
J.D. Evermore	The Great Debaters
Matthew McConaughey	Fool's Gold
Kevin Hart	Fool's Gold
Patrick Wilson	Purple Violets
Bill Hader	Purple Violets
David Carradine	Son of the Dragon
Rob Riggle	The Lorax
Ed Helms	The Lorax
Stephen Tobolowsky	The Lorax
Forest Whitaker	The Marsh
Kevin Spacey	Shrink
Robin Williams	Shrink
Patricia Clarkson	2081
Steven Bauer	How the Garcia Girls Spent Their Summer
Amanda Seyfried	Lovelace
Juno Temple	Lovelace
Eric Roberts	Lovelace
James Franco	Lovelace
Bobby Cannavale	Lovelace
Robert Patrick	Lovelace
Ed Helms	High Road
Rob Riggle	High Road
